['01-0001_mask.png', '186', '73', '232', '37']
['04-0045_mask.png', '182', '208', '284', '98']

['04-0046_mask.png', '179', '210', '286', '95']

['04-0047_mask.png', '179', '210', '286', '95']

['04-0048_mask.png', '179', '210', '286', '95']

['04-0049_mask.png', '178', '214', '292', '93']

['04-0050_mask.png', '174', '216', '290', '85']

['04-0051_mask.png', '173', '213', '289', '81']

['04-0052_mask.png', '172', '215', '290', '80']

['04-0053_mask.png', '166', '216', '284', '81']

['04-0054_mask.png', '163', '227', '283', '80']

['04-0055_mask.png', '158', '227', '281', '95']

['04-0056_mask.png', '152', '222', '279', '89']

['04-0057_mask.png', '152', '227', '282', '88']

['04-0058_mask.png', '150', '229', '278', '90']

['04-0059_mask.png', '146', '228', '278', '89']

['04-0060_mask.png', '145', '227', '280', '88']

['04-0061_mask.png', '144', '235', '284', '88']

['04-0062_mask.png', '140', '234', '293', '87']

['04-0063_mask.png', '137', '232', '286', '87']

['04-0064_mask.png', '135', '245', '292', '85']

['04-0065_mask.png', '130', '251', '304', '79']

['04-0066_mask.png', '125', '255', '304', '79']

['04-0067_mask.png', '122', '271', '322', '77']

['04-0068_mask.png', '119', '280', '337', '76']

['04-0069_mask.png', '119', '280', '337', '76']

['04-0070_mask.png', '119', '288', '342', '76']

['04-0071_mask.png', '90', '288', '326', '139']

['04-0072_mask.png', '99', '288', '327', '146']

['04-0073_mask.png', '114', '288', '327', '153']

['04-0074_mask.png', '123', '288', '330', '163']

['04-0075_mask.png', '134', '288', '330', '171']

['04-0076_mask.png', '123', '288', '318', '214']

['04-0077_mask.png', '134', '288', '306', '230']

['04-0078_mask.png', '125', '288', '292', '264']

['04-0079_mask.png', '125', '288', '292', '264']

['04-0080_mask.png', '125', '288', '292', '264']

['04-0081_mask.png', '125', '288', '292', '264']

['04-0082_mask.png', '125', '288', '292', '264']

['04-0083_mask.png', '125', '288', '292', '264']

['04-0084_mask.png', '125', '288', '292', '264']

['04-0085_mask.png', '125', '288', '292', '264']

['04-0086_mask.png', '125', '288', '292', '264']

['04-0087_mask.png', '125', '288', '292', '264']

['04-0088_mask.png', '125', '288', '292', '264']

['04-0089_mask.png', '125', '288', '292', '264']

['04-0090_mask.png', '125', '288', '292', '264']

['04-0091_mask.png', '125', '288', '292', '264']

['04-0092_mask.png', '125', '288', '292', '264']

['04-0093_mask.png', '125', '288', '292', '264']

['04-0094_mask.png', '125', '288', '292', '264']

['04-0095_mask.png', '125', '288', '292', '264']

['04-0096_mask.png', '125', '288', '292', '264']

['04-0097_mask.png', '125', '288', '292', '264']

['04-0098_mask.png', '125', '288', '292', '264']

['04-0099_mask.png', '125', '288', '292', '264']

['04-0100_mask.png', '125', '288', '292', '264']

['04-0101_mask.png', '125', '288', '292', '264']

['04-0102_mask.png', '125', '288', '292', '264']

['04-0103_mask.png', '125', '288', '292', '264']

['04-0104_mask.png', '125', '288', '292', '264']

['04-0105_mask.png', '125', '288', '292', '264']

['04-0106_mask.png', '125', '288', '292', '264']

['04-0107_mask.png', '125', '288', '292', '264']

['04-0108_mask.png', '125', '288', '292', '264']

['04-0109_mask.png', '125', '288', '292', '264']

['04-0110_mask.png', '125', '288', '292', '264']

['04-0111_mask.png', '125', '288', '292', '264']

['04-0112_mask.png', '125', '288', '292', '264']

['04-0113_mask.png', '125', '288', '292', '264']

['04-0114_mask.png', '125', '288', '292', '264']

['04-0115_mask.png', '125', '288', '292', '264']

['04-0116_mask.png', '125', '288', '292', '264']

['04-0117_mask.png', '125', '288', '292', '264']

['04-0118_mask.png', '125', '288', '292', '264']

['04-0119_mask.png', '100', '287', '162', '265']

['04-0120_mask.png', '91', '288', '202', '257']

['04-0121_mask.png', '78', '288', '217', '247']

['04-0122_mask.png', '0', '288', '224', '231']

['04-0123_mask.png', '72', '288', '218', '187']

['04-0124_mask.png', '74', '288', '219', '183']

['04-0125_mask.png', '72', '288', '222', '174']

['04-0126_mask.png', '74', '288', '223', '165']

['04-0127_mask.png', '76', '288', '226', '165']

['04-0128_mask.png', '76', '288', '228', '165']

['04-0129_mask.png', '77', '288', '231', '159']

['04-0130_mask.png', '75', '288', '232', '158']

['04-0131_mask.png', '82', '288', '240', '150']

['04-0132_mask.png', '83', '288', '243', '146']

['04-0133_mask.png', '84', '288', '243', '145']

['04-0134_mask.png', '89', '288', '249', '137']

['04-0135_mask.png', '91', '288', '247', '138']

['04-0136_mask.png', '92', '288', '252', '133']

['04-0137_mask.png', '92', '288', '253', '128']

['04-0138_mask.png', '92', '288', '253', '128']

['04-0139_mask.png', '93', '288', '254', '125']

['04-0140_mask.png', '93', '288', '256', '125']

['04-0141_mask.png', '92', '288', '257', '124']

['04-0142_mask.png', '92', '285', '258', '122']

['04-0143_mask.png', '94', '281', '256', '121']

['04-0144_mask.png', '97', '271', '261', '121']

['04-0145_mask.png', '96', '271', '261', '121']

['04-0146_mask.png', '96', '271', '261', '121']

['04-0147_mask.png', '96', '271', '261', '121']

['04-0148_mask.png', '96', '271', '261', '121']

['04-0149_mask.png', '96', '271', '261', '121']

['04-0150_mask.png', '96', '271', '261', '121']

['04-0151_mask.png', '96', '271', '263', '121']

['04-0152_mask.png', '98', '271', '264', '121']

['04-0153_mask.png', '98', '271', '266', '121']

['04-0154_mask.png', '112', '250', '267', '118']

['04-0155_mask.png', '110', '256', '274', '114']

['04-0156_mask.png', '110', '256', '274', '114']

['04-0157_mask.png', '115', '251', '274', '112']

['04-0158_mask.png', '115', '251', '274', '112']

['04-0159_mask.png', '116', '250', '272', '112']

['04-0160_mask.png', '116', '250', '272', '112']

['04-0161_mask.png', '118', '245', '274', '110']

['04-0162_mask.png', '117', '245', '273', '110']

['04-0163_mask.png', '117', '245', '273', '110']

['04-0164_mask.png', '115', '246', '273', '110']

['04-0165_mask.png', '115', '247', '273', '110']

['04-0166_mask.png', '118', '246', '273', '110']

['04-0167_mask.png', '118', '246', '273', '110']

['04-0168_mask.png', '118', '246', '273', '110']

['04-0169_mask.png', '118', '249', '275', '110']

['04-0170_mask.png', '118', '251', '276', '110']

['04-0171_mask.png', '120', '247', '278', '107']

['04-0172_mask.png', '119', '247', '279', '104']

['04-0173_mask.png', '119', '248', '279', '105']

['04-0174_mask.png', '118', '248', '279', '105']

['04-0175_mask.png', '118', '248', '279', '105']

['04-0176_mask.png', '118', '247', '278', '104']

['04-0177_mask.png', '116', '247', '278', '103']

['04-0178_mask.png', '114', '248', '278', '103']

['04-0179_mask.png', '114', '248', '278', '102']

['04-0180_mask.png', '114', '248', '279', '101']

['04-0181_mask.png', '113', '250', '280', '100']

['04-0182_mask.png', '112', '250', '281', '100']

['04-0183_mask.png', '110', '250', '281', '99']

['04-0184_mask.png', '110', '251', '283', '99']

['04-0185_mask.png', '110', '253', '285', '99']

['04-0186_mask.png', '112', '253', '286', '99']

['04-0187_mask.png', '109', '253', '287', '98']

['04-0188_mask.png', '108', '250', '286', '96']

['04-0189_mask.png', '109', '253', '288', '95']

['04-0190_mask.png', '109', '253', '288', '95']

['04-0191_mask.png', '108', '253', '289', '93']

['04-0192_mask.png', '107', '254', '290', '93']

['04-0193_mask.png', '105', '255', '289', '93']

['04-0194_mask.png', '104', '254', '288', '92']

['04-0195_mask.png', '104', '254', '288', '92']

['04-0196_mask.png', '103', '255', '288', '93']

['04-0197_mask.png', '102', '257', '289', '92']

['04-0198_mask.png', '102', '258', '288', '93']

['04-0199_mask.png', '102', '257', '288', '93']

['04-0200_mask.png', '102', '259', '288', '93']

['04-0201_mask.png', '102', '259', '288', '93']

['04-0202_mask.png', '104', '261', '288', '95']

['04-0203_mask.png', '108', '261', '290', '96']

['04-0204_mask.png', '110', '261', '290', '96']

['04-0205_mask.png', '109', '260', '292', '96']

['04-0206_mask.png', '112', '260', '292', '99']

['04-0207_mask.png', '123', '255', '291', '94']

['04-0208_mask.png', '126', '250', '290', '99']

['04-0209_mask.png', '127', '249', '289', '99']

['04-0210_mask.png', '129', '244', '288', '101']

['04-0211_mask.png', '128', '242', '287', '103']

['04-0212_mask.png', '132', '237', '286', '105']

['04-0213_mask.png', '135', '235', '285', '105']

['04-0214_mask.png', '135', '234', '285', '105']

['04-0215_mask.png', '136', '234', '284', '107']

['04-0216_mask.png', '139', '233', '282', '107']

['04-0217_mask.png', '141', '233', '282', '107']

['04-0218_mask.png', '141', '233', '280', '107']

['04-0219_mask.png', '141', '234', '280', '109']

['04-0220_mask.png', '140', '235', '279', '110']

['04-0221_mask.png', '138', '242', '277', '115']

['04-0222_mask.png', '138', '242', '277', '115']

['04-0223_mask.png', '138', '237', '278', '117']

['04-0224_mask.png', '135', '232', '274', '118']

['04-0225_mask.png', '136', '231', '271', '119']

['04-0226_mask.png', '136', '231', '270', '119']

['04-0227_mask.png', '136', '231', '270', '119']

['04-0228_mask.png', '138', '230', '272', '119']

['04-0229_mask.png', '138', '229', '270', '119']

['04-0230_mask.png', '138', '229', '268', '119']

['04-0231_mask.png', '137', '229', '267', '119']

['04-0232_mask.png', '136', '229', '266', '119']

['04-0233_mask.png', '131', '230', '264', '119']

['04-0234_mask.png', '130', '230', '262', '119']

['04-0235_mask.png', '120', '237', '264', '123']

['04-0236_mask.png', '119', '237', '263', '123']

['04-0237_mask.png', '114', '245', '264', '128']

['04-0238_mask.png', '116', '248', '265', '128']

['04-0239_mask.png', '118', '249', '269', '128']

['04-0240_mask.png', '115', '253', '270', '128']

['04-0241_mask.png', '115', '251', '272', '126']

['04-0242_mask.png', '119', '249', '276', '125']

['04-0243_mask.png', '120', '249', '276', '124']

['04-0244_mask.png', '119', '247', '276', '123']

['04-0245_mask.png', '118', '241', '275', '119']

['04-0246_mask.png', '115', '243', '274', '117']

['04-0247_mask.png', '111', '243', '270', '117']

['04-0248_mask.png', '107', '242', '268', '115']

['04-0249_mask.png', '106', '241', '268', '114']

['04-0250_mask.png', '106', '239', '268', '110']

['04-0251_mask.png', '104', '241', '271', '107']

['04-0252_mask.png', '104', '241', '276', '107']

['04-0253_mask.png', '103', '237', '278', '102']

['04-0254_mask.png', '102', '234', '278', '101']

['04-0255_mask.png', '96', '233', '277', '99']

['04-0256_mask.png', '95', '232', '280', '96']

['04-0257_mask.png', '88', '234', '277', '92']

['04-0258_mask.png', '83', '236', '279', '89']

['04-0259_mask.png', '78', '237', '274', '87']

['04-0260_mask.png', '72', '237', '276', '84']

['04-0261_mask.png', '68', '231', '279', '74']

['04-0262_mask.png', '63', '228', '276', '68']

['04-0263_mask.png', '63', '222', '277', '60']

['04-0264_mask.png', '63', '217', '281', '56']

['04-0265_mask.png', '61', '215', '284', '49']

['04-0266_mask.png', '60', '209', '281', '43']

['04-0267_mask.png', '72', '209', '279', '43']

['04-0268_mask.png', '72', '197', '277', '42']

['04-0269_mask.png', '74', '197', '278', '44']

['04-0270_mask.png', '74', '197', '275', '47']

['04-0271_mask.png', '75', '198', '272', '58']

['04-0272_mask.png', '79', '194', '268', '66']

['04-0273_mask.png', '86', '196', '265', '72']

['04-0274_mask.png', '96', '199', '262', '81']

['04-0275_mask.png', '108', '194', '258', '84']

['04-0276_mask.png', '126', '193', '250', '84']

['04-0277_mask.png', '130', '189', '244', '86']

['04-0278_mask.png', '138', '191', '235', '89']

['04-0279_mask.png', '138', '191', '237', '89']

['04-0280_mask.png', '146', '191', '235', '89']

['04-0281_mask.png', '144', '185', '231', '100']

['04-0282_mask.png', '142', '183', '227', '99']

['04-0283_mask.png', '142', '183', '224', '99']

['04-0284_mask.png', '142', '183', '223', '99']

['04-0285_mask.png', '147', '183', '222', '99']

['04-0286_mask.png', '144', '192', '224', '107']

['04-0287_mask.png', '142', '203', '223', '118']

['04-0288_mask.png', '142', '207', '230', '122']

['04-0289_mask.png', '142', '224', '224', '141']

['04-0290_mask.png', '144', '231', '225', '149']

['04-0291_mask.png', '144', '235', '224', '152']

['04-0292_mask.png', '144', '235', '224', '152']

['04-0293_mask.png', '149', '237', '224', '156']

['04-0294_mask.png', '151', '234', '226', '153']

['04-0295_mask.png', '151', '234', '226', '153']

['04-0296_mask.png', '151', '233', '226', '152']

['04-0297_mask.png', '150', '233', '225', '152']

['04-0298_mask.png', '150', '237', '228', '152']

['04-0299_mask.png', '151', '235', '230', '151']

['04-0300_mask.png', '153', '231', '234', '143']

['04-0301_mask.png', '155', '229', '233', '144']

['04-0302_mask.png', '158', '225', '234', '140']

['04-0303_mask.png', '158', '223', '236', '137']

['04-0304_mask.png', '155', '224', '233', '139']

['04-0305_mask.png', '154', '221', '232', '136']

['04-0306_mask.png', '149', '224', '226', '141']

['04-0307_mask.png', '149', '224', '226', '143']

['04-0308_mask.png', '149', '224', '226', '143']

['04-0309_mask.png', '149', '221', '222', '143']

['04-0310_mask.png', '148', '222', '226', '143']

['04-0311_mask.png', '147', '222', '226', '141']

['04-0312_mask.png', '144', '220', '222', '141']

['04-0313_mask.png', '145', '221', '222', '141']

['04-0314_mask.png', '145', '221', '222', '141']

['04-0315_mask.png', '148', '221', '223', '143']

['04-0316_mask.png', '149', '223', '227', '144']

['04-0317_mask.png', '148', '222', '226', '143']

['04-0318_mask.png', '150', '219', '229', '139']

['04-0319_mask.png', '151', '214', '231', '134']

['04-0320_mask.png', '155', '214', '231', '139']

['04-0321_mask.png', '156', '208', '232', '133']

['04-0322_mask.png', '156', '208', '232', '133']

['04-0323_mask.png', '156', '208', '232', '133']

['04-0324_mask.png', '156', '207', '233', '131']

['04-0325_mask.png', '156', '207', '234', '131']

['04-0326_mask.png', '156', '207', '234', '131']

['04-0327_mask.png', '156', '209', '234', '134']

['04-0328_mask.png', '156', '211', '235', '134']

['04-0329_mask.png', '157', '214', '234', '140']

['04-0330_mask.png', '158', '217', '235', '143']

['04-0331_mask.png', '156', '218', '235', '146']

['04-0332_mask.png', '156', '218', '238', '144']

['04-0333_mask.png', '158', '225', '242', '150']

['04-0334_mask.png', '159', '227', '244', '150']

['04-0335_mask.png', '159', '223', '243', '147']

['04-0336_mask.png', '156', '225', '244', '146']

['04-0337_mask.png', '156', '225', '244', '146']

['04-0338_mask.png', '158', '227', '247', '147']

['04-0339_mask.png', '159', '222', '248', '143']

['04-0340_mask.png', '159', '222', '249', '140']

['04-0341_mask.png', '158', '222', '249', '139']

['04-0342_mask.png', '157', '222', '249', '136']

['04-0343_mask.png', '155', '222', '249', '134']

['04-0344_mask.png', '152', '221', '246', '133']

['04-0345_mask.png', '147', '225', '244', '138']

['04-0346_mask.png', '146', '229', '246', '139']

['04-0347_mask.png', '148', '230', '244', '138']

['04-0348_mask.png', '136', '229', '241', '135']

['04-0349_mask.png', '134', '229', '241', '135']

['04-0350_mask.png', '132', '234', '242', '135']

['04-0351_mask.png', '135', '237', '246', '137']

['04-0352_mask.png', '132', '241', '244', '140']

['04-0353_mask.png', '138', '241', '244', '134']

['04-0354_mask.png', '138', '236', '243', '134']

['04-0355_mask.png', '138', '236', '249', '129']

['04-0356_mask.png', '143', '233', '243', '127']

['04-0357_mask.png', '146', '234', '246', '126']

['04-0358_mask.png', '141', '231', '244', '124']

['04-0359_mask.png', '144', '228', '244', '129']

['04-0360_mask.png', '140', '228', '244', '126']

['04-0361_mask.png', '140', '227', '244', '124']

['04-0362_mask.png', '140', '229', '246', '124']

['04-0363_mask.png', '140', '227', '246', '123']

['04-0364_mask.png', '141', '226', '246', '123']

['04-0365_mask.png', '143', '224', '249', '119']

['04-0366_mask.png', '143', '224', '249', '119']

['04-0367_mask.png', '143', '224', '249', '119']

['04-0368_mask.png', '143', '230', '251', '119']

['04-0369_mask.png', '152', '227', '256', '115']

['04-0370_mask.png', '150', '229', '253', '117']

['04-0371_mask.png', '150', '229', '255', '113']

['04-0372_mask.png', '150', '230', '257', '112']

['04-0373_mask.png', '152', '225', '256', '114']

['04-0374_mask.png', '152', '225', '256', '114']

['04-0375_mask.png', '154', '221', '255', '117']

['04-0376_mask.png', '154', '223', '255', '113']

['04-0377_mask.png', '154', '217', '254', '107']

['04-0378_mask.png', '154', '217', '254', '107']

['04-0379_mask.png', '154', '217', '254', '107']

['04-0380_mask.png', '152', '217', '253', '107']

['04-0381_mask.png', '152', '217', '253', '107']

['04-0382_mask.png', '152', '217', '253', '107']

['04-0383_mask.png', '148', '221', '249', '111']

['04-0384_mask.png', '148', '221', '249', '111']

['04-0385_mask.png', '148', '221', '249', '111']

['04-0386_mask.png', '146', '224', '247', '114']

['04-0387_mask.png', '147', '225', '248', '115']

['04-0388_mask.png', '147', '225', '248', '115']

['04-0389_mask.png', '147', '223', '248', '113']

['04-0390_mask.png', '148', '220', '248', '110']

['05-0001_mask.png', '147', '197', '220', '107']

['05-0002_mask.png', '146', '198', '220', '105']

['05-0003_mask.png', '145', '198', '220', '105']

['05-0004_mask.png', '145', '198', '220', '105']

['05-0005_mask.png', '142', '197', '217', '103']

['05-0006_mask.png', '142', '194', '217', '103']

['05-0007_mask.png', '142', '195', '217', '104']

['05-0008_mask.png', '142', '192', '216', '103']
